image,mask,type
vkitti/images/Scene01_sunset_frames_rgb_Camera_1_00336.jpg,vkitti/masks/Scene01_sunset_frames_rgb_Camera_1_00336.png,train
vkitti/images/Scene20_overcast_frames_rgb_Camera_0_00546.jpg,vkitti/masks/Scene20_overcast_frames_rgb_Camera_0_00546.png,train
vkitti/images/Scene18_morning_frames_rgb_Camera_0_00036.jpg,vkitti/masks/Scene18_morning_frames_rgb_Camera_0_00036.png,train
vkitti/images/Scene20_fog_frames_rgb_Camera_1_00465.jpg,vkitti/masks/Scene20_fog_frames_rgb_Camera_1_00465.png,train
vkitti/images/Scene18_15-deg-right_frames_rgb_Camera_1_00221.jpg,vkitti/masks/Scene18_15-deg-right_frames_rgb_Camera_1_00221.png,train
vkitti/images/Scene18_30-deg-left_frames_rgb_Camera_0_00062.jpg,vkitti/masks/Scene18_30-deg-left_frames_rgb_Camera_0_00062.png,train
vkitti/images/Scene18_clone_frames_rgb_Camera_1_00072.jpg,vkitti/masks/Scene18_clone_frames_rgb_Camera_1_00072.png,train
vkitti/images/Scene18_fog_frames_rgb_Camera_0_00096.jpg,vkitti/masks/Scene18_fog_frames_rgb_Camera_0_00096.png,train
vkitti/images/Scene20_fog_frames_rgb_Camera_1_00687.jpg,vkitti/masks/Scene20_fog_frames_rgb_Camera_1_00687.png,train
vkitti/images/Scene06_30-deg-right_frames_rgb_Camera_0_00182.jpg,vkitti/masks/Scene06_30-deg-right_frames_rgb_Camera_0_00182.png,train
vkitti/images/Scene20_rain_frames_rgb_Camera_0_00197.jpg,vkitti/masks/Scene20_rain_frames_rgb_Camera_0_00197.png,train
vkitti/images/Scene20_clone_frames_rgb_Camera_1_00371.jpg,vkitti/masks/Scene20_clone_frames_rgb_Camera_1_00371.png,train
vkitti/images/Scene20_15-deg-left_frames_rgb_Camera_1_00469.jpg,vkitti/masks/Scene20_15-deg-left_frames_rgb_Camera_1_00469.png,train
vkitti/images/Scene20_clone_frames_rgb_Camera_0_00821.jpg,vkitti/masks/Scene20_clone_frames_rgb_Camera_0_00821.png,train
vkitti/images/Scene20_overcast_frames_rgb_Camera_0_00670.jpg,vkitti/masks/Scene20_overcast_frames_rgb_Camera_0_00670.png,train
vkitti/images/Scene20_fog_frames_rgb_Camera_1_00737.jpg,vkitti/masks/Scene20_fog_frames_rgb_Camera_1_00737.png,train
vkitti/images/Scene20_fog_frames_rgb_Camera_1_00572.jpg,vkitti/masks/Scene20_fog_frames_rgb_Camera_1_00572.png,train
vkitti/images/Scene01_morning_frames_rgb_Camera_0_00339.jpg,vkitti/masks/Scene01_morning_frames_rgb_Camera_0_00339.png,train
vkitti/images/Scene20_15-deg-left_frames_rgb_Camera_0_00548.jpg,vkitti/masks/Scene20_15-deg-left_frames_rgb_Camera_0_00548.png,train
vkitti/images/Scene20_morning_frames_rgb_Camera_1_00167.jpg,vkitti/masks/Scene20_morning_frames_rgb_Camera_1_00167.png,train
vkitti/images/Scene20_15-deg-right_frames_rgb_Camera_0_00641.jpg,vkitti/masks/Scene20_15-deg-right_frames_rgb_Camera_0_00641.png,train
vkitti/images/Scene20_sunset_frames_rgb_Camera_0_00462.jpg,vkitti/masks/Scene20_sunset_frames_rgb_Camera_0_00462.png,train
vkitti/images/Scene20_30-deg-left_frames_rgb_Camera_1_00764.jpg,vkitti/masks/Scene20_30-deg-left_frames_rgb_Camera_1_00764.png,train
vkitti/images/Scene20_15-deg-right_frames_rgb_Camera_1_00152.jpg,vkitti/masks/Scene20_15-deg-right_frames_rgb_Camera_1_00152.png,train
vkitti/images/Scene20_15-deg-left_frames_rgb_Camera_0_00376.jpg,vkitti/masks/Scene20_15-deg-left_frames_rgb_Camera_0_00376.png,train
vkitti/images/Scene20_overcast_frames_rgb_Camera_1_00584.jpg,vkitti/masks/Scene20_overcast_frames_rgb_Camera_1_00584.png,train
vkitti/images/Scene20_clone_frames_rgb_Camera_0_00387.jpg,vkitti/masks/Scene20_clone_frames_rgb_Camera_0_00387.png,train
vkitti/images/Scene01_rain_frames_rgb_Camera_0_00149.jpg,vkitti/masks/Scene01_rain_frames_rgb_Camera_0_00149.png,train
vkitti/images/Scene20_30-deg-right_frames_rgb_Camera_0_00092.jpg,vkitti/masks/Scene20_30-deg-right_frames_rgb_Camera_0_00092.png,train
vkitti/images/Scene01_rain_frames_rgb_Camera_0_00194.jpg,vkitti/masks/Scene01_rain_frames_rgb_Camera_0_00194.png,train
vkitti/images/Scene01_overcast_frames_rgb_Camera_0_00169.jpg,vkitti/masks/Scene01_overcast_frames_rgb_Camera_0_00169.png,train
vkitti/images/Scene20_30-deg-left_frames_rgb_Camera_0_00167.jpg,vkitti/masks/Scene20_30-deg-left_frames_rgb_Camera_0_00167.png,train
vkitti/images/Scene02_overcast_frames_rgb_Camera_1_00142.jpg,vkitti/masks/Scene02_overcast_frames_rgb_Camera_1_00142.png,train
vkitti/images/Scene18_rain_frames_rgb_Camera_1_00171.jpg,vkitti/masks/Scene18_rain_frames_rgb_Camera_1_00171.png,train
vkitti/images/Scene18_15-deg-left_frames_rgb_Camera_1_00178.jpg,vkitti/masks/Scene18_15-deg-left_frames_rgb_Camera_1_00178.png,train
vkitti/images/Scene20_30-deg-left_frames_rgb_Camera_1_00228.jpg,vkitti/masks/Scene20_30-deg-left_frames_rgb_Camera_1_00228.png,train
LostAndFound_Road/images/15_Rechbergstr_Deckenpfronn_000001_000240_leftImg8bit.png,LostAndFound_Road/masks/15_Rechbergstr_Deckenpfronn_000001_000240_leftImg8bit.png,train
vkitti/images/Scene02_clone_frames_rgb_Camera_1_00137.jpg,vkitti/masks/Scene02_clone_frames_rgb_Camera_1_00137.png,train
vkitti/images/Scene20_clone_frames_rgb_Camera_1_00143.jpg,vkitti/masks/Scene20_clone_frames_rgb_Camera_1_00143.png,train
vkitti/images/Scene01_morning_frames_rgb_Camera_0_00342.jpg,vkitti/masks/Scene01_morning_frames_rgb_Camera_0_00342.png,train
vkitti/images/Scene06_fog_frames_rgb_Camera_0_00082.jpg,vkitti/masks/Scene06_fog_frames_rgb_Camera_0_00082.png,train
vkitti/images/Scene02_30-deg-right_frames_rgb_Camera_0_00211.jpg,vkitti/masks/Scene02_30-deg-right_frames_rgb_Camera_0_00211.png,train
vkitti/images/Scene20_rain_frames_rgb_Camera_1_00697.jpg,vkitti/masks/Scene20_rain_frames_rgb_Camera_1_00697.png,train
vkitti/images/Scene02_30-deg-left_frames_rgb_Camera_0_00068.jpg,vkitti/masks/Scene02_30-deg-left_frames_rgb_Camera_0_00068.png,train
vkitti/images/Scene18_30-deg-right_frames_rgb_Camera_1_00252.jpg,vkitti/masks/Scene18_30-deg-right_frames_rgb_Camera_1_00252.png,train
vkitti/images/Scene18_morning_frames_rgb_Camera_1_00154.jpg,vkitti/masks/Scene18_morning_frames_rgb_Camera_1_00154.png,train
vkitti/images/Scene20_overcast_frames_rgb_Camera_0_00550.jpg,vkitti/masks/Scene20_overcast_frames_rgb_Camera_0_00550.png,train
vkitti/images/Scene01_15-deg-left_frames_rgb_Camera_0_00245.jpg,vkitti/masks/Scene01_15-deg-left_frames_rgb_Camera_0_00245.png,train
vkitti/images/Scene18_15-deg-left_frames_rgb_Camera_0_00219.jpg,vkitti/masks/Scene18_15-deg-left_frames_rgb_Camera_0_00219.png,train
vkitti/images/Scene20_rain_frames_rgb_Camera_0_00347.jpg,vkitti/masks/Scene20_rain_frames_rgb_Camera_0_00347.png,train
vkitti/images/Scene18_30-deg-left_frames_rgb_Camera_0_00026.jpg,vkitti/masks/Scene18_30-deg-left_frames_rgb_Camera_0_00026.png,train
vkitti/images/Scene01_clone_frames_rgb_Camera_0_00023.jpg,vkitti/masks/Scene01_clone_frames_rgb_Camera_0_00023.png,train
vkitti/images/Scene06_overcast_frames_rgb_Camera_0_00069.jpg,vkitti/masks/Scene06_overcast_frames_rgb_Camera_0_00069.png,train
vkitti/images/Scene06_rain_frames_rgb_Camera_1_00063.jpg,vkitti/masks/Scene06_rain_frames_rgb_Camera_1_00063.png,train
vkitti/images/Scene01_30-deg-right_frames_rgb_Camera_1_00394.jpg,vkitti/masks/Scene01_30-deg-right_frames_rgb_Camera_1_00394.png,train
vkitti/images/Scene06_30-deg-right_frames_rgb_Camera_0_00021.jpg,vkitti/masks/Scene06_30-deg-right_frames_rgb_Camera_0_00021.png,train
vkitti/images/Scene06_sunset_frames_rgb_Camera_0_00101.jpg,vkitti/masks/Scene06_sunset_frames_rgb_Camera_0_00101.png,train
vkitti/images/Scene02_30-deg-right_frames_rgb_Camera_0_00036.jpg,vkitti/masks/Scene02_30-deg-right_frames_rgb_Camera_0_00036.png,train
vkitti/images/Scene06_fog_frames_rgb_Camera_0_00128.jpg,vkitti/masks/Scene06_fog_frames_rgb_Camera_0_00128.png,train
vkitti/images/Scene20_30-deg-left_frames_rgb_Camera_1_00225.jpg,vkitti/masks/Scene20_30-deg-left_frames_rgb_Camera_1_00225.png,train
vkitti/images/Scene01_sunset_frames_rgb_Camera_1_00318.jpg,vkitti/masks/Scene01_sunset_frames_rgb_Camera_1_00318.png,train
vkitti/images/Scene20_30-deg-right_frames_rgb_Camera_0_00096.jpg,vkitti/masks/Scene20_30-deg-right_frames_rgb_Camera_0_00096.png,train
vkitti/images/Scene18_30-deg-right_frames_rgb_Camera_1_00142.jpg,vkitti/masks/Scene18_30-deg-right_frames_rgb_Camera_1_00142.png,train
vkitti/images/Scene18_15-deg-right_frames_rgb_Camera_0_00143.jpg,vkitti/masks/Scene18_15-deg-right_frames_rgb_Camera_0_00143.png,train
vkitti/images/Scene20_sunset_frames_rgb_Camera_0_00342.jpg,vkitti/masks/Scene20_sunset_frames_rgb_Camera_0_00342.png,train
vkitti/images/Scene06_15-deg-right_frames_rgb_Camera_0_00034.jpg,vkitti/masks/Scene06_15-deg-right_frames_rgb_Camera_0_00034.png,train
vkitti/images/Scene06_morning_frames_rgb_Camera_0_00156.jpg,vkitti/masks/Scene06_morning_frames_rgb_Camera_0_00156.png,train
vkitti/images/Scene18_15-deg-left_frames_rgb_Camera_0_00319.jpg,vkitti/masks/Scene18_15-deg-left_frames_rgb_Camera_0_00319.png,train
vkitti/images/Scene18_fog_frames_rgb_Camera_0_00322.jpg,vkitti/masks/Scene18_fog_frames_rgb_Camera_0_00322.png,train
vkitti/images/Scene18_sunset_frames_rgb_Camera_0_00302.jpg,vkitti/masks/Scene18_sunset_frames_rgb_Camera_0_00302.png,train
vkitti/images/Scene20_15-deg-left_frames_rgb_Camera_1_00750.jpg,vkitti/masks/Scene20_15-deg-left_frames_rgb_Camera_1_00750.png,train
vkitti/images/Scene06_clone_frames_rgb_Camera_1_00250.jpg,vkitti/masks/Scene06_clone_frames_rgb_Camera_1_00250.png,train
vkitti/images/Scene18_fog_frames_rgb_Camera_1_00028.jpg,vkitti/masks/Scene18_fog_frames_rgb_Camera_1_00028.png,train
vkitti/images/Scene01_15-deg-left_frames_rgb_Camera_1_00255.jpg,vkitti/masks/Scene01_15-deg-left_frames_rgb_Camera_1_00255.png,train
vkitti/images/Scene18_15-deg-left_frames_rgb_Camera_1_00013.jpg,vkitti/masks/Scene18_15-deg-left_frames_rgb_Camera_1_00013.png,train
vkitti/images/Scene20_overcast_frames_rgb_Camera_0_00313.jpg,vkitti/masks/Scene20_overcast_frames_rgb_Camera_0_00313.png,train
vkitti/images/Scene18_clone_frames_rgb_Camera_0_00207.jpg,vkitti/masks/Scene18_clone_frames_rgb_Camera_0_00207.png,train
vkitti/images/Scene20_15-deg-right_frames_rgb_Camera_1_00508.jpg,vkitti/masks/Scene20_15-deg-right_frames_rgb_Camera_1_00508.png,train
vkitti/images/Scene20_30-deg-right_frames_rgb_Camera_0_00339.jpg,vkitti/masks/Scene20_30-deg-right_frames_rgb_Camera_0_00339.png,train
vkitti/images/Scene20_fog_frames_rgb_Camera_0_00190.jpg,vkitti/masks/Scene20_fog_frames_rgb_Camera_0_00190.png,train
vkitti/images/Scene01_15-deg-right_frames_rgb_Camera_1_00262.jpg,vkitti/masks/Scene01_15-deg-right_frames_rgb_Camera_1_00262.png,train
LostAndFound_Road/images/07_Festplatz_Flugfeld_000000_000130_leftImg8bit.png,LostAndFound_Road/masks/07_Festplatz_Flugfeld_000000_000130_leftImg8bit.png,train
vkitti/images/Scene20_rain_frames_rgb_Camera_0_00777.jpg,vkitti/masks/Scene20_rain_frames_rgb_Camera_0_00777.png,train
vkitti/images/Scene20_15-deg-right_frames_rgb_Camera_1_00145.jpg,vkitti/masks/Scene20_15-deg-right_frames_rgb_Camera_1_00145.png,train
vkitti/images/Scene02_30-deg-right_frames_rgb_Camera_0_00001.jpg,vkitti/masks/Scene02_30-deg-right_frames_rgb_Camera_0_00001.png,train
vkitti/images/Scene01_morning_frames_rgb_Camera_1_00153.jpg,vkitti/masks/Scene01_morning_frames_rgb_Camera_1_00153.png,train
vkitti/images/Scene20_30-deg-right_frames_rgb_Camera_1_00121.jpg,vkitti/masks/Scene20_30-deg-right_frames_rgb_Camera_1_00121.png,train
vkitti/images/Scene18_sunset_frames_rgb_Camera_0_00277.jpg,vkitti/masks/Scene18_sunset_frames_rgb_Camera_0_00277.png,train
vkitti/images/Scene18_15-deg-left_frames_rgb_Camera_1_00273.jpg,vkitti/masks/Scene18_15-deg-left_frames_rgb_Camera_1_00273.png,train
vkitti/images/Scene01_15-deg-left_frames_rgb_Camera_1_00364.jpg,vkitti/masks/Scene01_15-deg-left_frames_rgb_Camera_1_00364.png,train
vkitti/images/Scene18_morning_frames_rgb_Camera_1_00128.jpg,vkitti/masks/Scene18_morning_frames_rgb_Camera_1_00128.png,train
vkitti/images/Scene20_morning_frames_rgb_Camera_0_00834.jpg,vkitti/masks/Scene20_morning_frames_rgb_Camera_0_00834.png,train
vkitti/images/Scene06_rain_frames_rgb_Camera_0_00213.jpg,vkitti/masks/Scene06_rain_frames_rgb_Camera_0_00213.png,train
vkitti/images/Scene20_15-deg-left_frames_rgb_Camera_1_00008.jpg,vkitti/masks/Scene20_15-deg-left_frames_rgb_Camera_1_00008.png,train
vkitti/images/Scene20_30-deg-right_frames_rgb_Camera_1_00095.jpg,vkitti/masks/Scene20_30-deg-right_frames_rgb_Camera_1_00095.png,train
vkitti/images/Scene20_clone_frames_rgb_Camera_0_00560.jpg,vkitti/masks/Scene20_clone_frames_rgb_Camera_0_00560.png,train
vkitti/images/Scene20_15-deg-right_frames_rgb_Camera_1_00155.jpg,vkitti/masks/Scene20_15-deg-right_frames_rgb_Camera_1_00155.png,train
vkitti/images/Scene20_15-deg-right_frames_rgb_Camera_0_00777.jpg,vkitti/masks/Scene20_15-deg-right_frames_rgb_Camera_0_00777.png,train
vkitti/images/Scene20_fog_frames_rgb_Camera_0_00103.jpg,vkitti/masks/Scene20_fog_frames_rgb_Camera_0_00103.png,train
vkitti/images/Scene01_fog_frames_rgb_Camera_0_00418.jpg,vkitti/masks/Scene01_fog_frames_rgb_Camera_0_00418.png,train
vkitti/images/Scene06_fog_frames_rgb_Camera_0_00099.jpg,vkitti/masks/Scene06_fog_frames_rgb_Camera_0_00099.png,train
vkitti/images/Scene20_sunset_frames_rgb_Camera_1_00453.jpg,vkitti/masks/Scene20_sunset_frames_rgb_Camera_1_00453.png,train
vkitti/images/Scene02_overcast_frames_rgb_Camera_0_00140.jpg,vkitti/masks/Scene02_overcast_frames_rgb_Camera_0_00140.png,train
vkitti/images/Scene06_15-deg-left_frames_rgb_Camera_0_00119.jpg,vkitti/masks/Scene06_15-deg-left_frames_rgb_Camera_0_00119.png,train
vkitti/images/Scene20_30-deg-right_frames_rgb_Camera_0_00261.jpg,vkitti/masks/Scene20_30-deg-right_frames_rgb_Camera_0_00261.png,train
vkitti/images/Scene20_fog_frames_rgb_Camera_1_00320.jpg,vkitti/masks/Scene20_fog_frames_rgb_Camera_1_00320.png,train
vkitti/images/Scene20_15-deg-left_frames_rgb_Camera_0_00134.jpg,vkitti/masks/Scene20_15-deg-left_frames_rgb_Camera_0_00134.png,train
vkitti/images/Scene01_15-deg-left_frames_rgb_Camera_1_00103.jpg,vkitti/masks/Scene01_15-deg-left_frames_rgb_Camera_1_00103.png,train
vkitti/images/Scene06_rain_frames_rgb_Camera_1_00114.jpg,vkitti/masks/Scene06_rain_frames_rgb_Camera_1_00114.png,train
vkitti/images/Scene01_fog_frames_rgb_Camera_1_00133.jpg,vkitti/masks/Scene01_fog_frames_rgb_Camera_1_00133.png,train
vkitti/images/Scene02_morning_frames_rgb_Camera_0_00219.jpg,vkitti/masks/Scene02_morning_frames_rgb_Camera_0_00219.png,train
vkitti/images/Scene20_rain_frames_rgb_Camera_0_00802.jpg,vkitti/masks/Scene20_rain_frames_rgb_Camera_0_00802.png,train
vkitti/images/Scene18_sunset_frames_rgb_Camera_1_00279.jpg,vkitti/masks/Scene18_sunset_frames_rgb_Camera_1_00279.png,train
vkitti/images/Scene20_rain_frames_rgb_Camera_0_00688.jpg,vkitti/masks/Scene20_rain_frames_rgb_Camera_0_00688.png,train
vkitti/images/Scene20_morning_frames_rgb_Camera_1_00358.jpg,vkitti/masks/Scene20_morning_frames_rgb_Camera_1_00358.png,train
vkitti/images/Scene01_rain_frames_rgb_Camera_1_00286.jpg,vkitti/masks/Scene01_rain_frames_rgb_Camera_1_00286.png,train
vkitti/images/Scene01_30-deg-left_frames_rgb_Camera_0_00004.jpg,vkitti/masks/Scene01_30-deg-left_frames_rgb_Camera_0_00004.png,train
vkitti/images/Scene20_15-deg-right_frames_rgb_Camera_1_00394.jpg,vkitti/masks/Scene20_15-deg-right_frames_rgb_Camera_1_00394.png,train
vkitti/images/Scene01_30-deg-left_frames_rgb_Camera_1_00408.jpg,vkitti/masks/Scene01_30-deg-left_frames_rgb_Camera_1_00408.png,train
vkitti/images/Scene20_clone_frames_rgb_Camera_0_00736.jpg,vkitti/masks/Scene20_clone_frames_rgb_Camera_0_00736.png,train
vkitti/images/Scene20_15-deg-right_frames_rgb_Camera_0_00619.jpg,vkitti/masks/Scene20_15-deg-right_frames_rgb_Camera_0_00619.png,train
vkitti/images/Scene01_rain_frames_rgb_Camera_0_00262.jpg,vkitti/masks/Scene01_rain_frames_rgb_Camera_0_00262.png,train
vkitti/images/Scene20_15-deg-left_frames_rgb_Camera_0_00337.jpg,vkitti/masks/Scene20_15-deg-left_frames_rgb_Camera_0_00337.png,train
vkitti/images/Scene02_30-deg-left_frames_rgb_Camera_0_00026.jpg,vkitti/masks/Scene02_30-deg-left_frames_rgb_Camera_0_00026.png,train
vkitti/images/Scene06_30-deg-right_frames_rgb_Camera_1_00162.jpg,vkitti/masks/Scene06_30-deg-right_frames_rgb_Camera_1_00162.png,train
LostAndFound_Road/images/10_Schlossberg_9_000001_000040_leftImg8bit.png,LostAndFound_Road/masks/10_Schlossberg_9_000001_000040_leftImg8bit.png,train
vkitti/images/Scene06_15-deg-right_frames_rgb_Camera_1_00203.jpg,vkitti/masks/Scene06_15-deg-right_frames_rgb_Camera_1_00203.png,train
vkitti/images/Scene01_15-deg-right_frames_rgb_Camera_1_00300.jpg,vkitti/masks/Scene01_15-deg-right_frames_rgb_Camera_1_00300.png,train
vkitti/images/Scene20_overcast_frames_rgb_Camera_1_00179.jpg,vkitti/masks/Scene20_overcast_frames_rgb_Camera_1_00179.png,train
vkitti/images/Scene02_15-deg-left_frames_rgb_Camera_1_00119.jpg,vkitti/masks/Scene02_15-deg-left_frames_rgb_Camera_1_00119.png,train
vkitti/images/Scene01_sunset_frames_rgb_Camera_0_00437.jpg,vkitti/masks/Scene01_sunset_frames_rgb_Camera_0_00437.png,train
vkitti/images/Scene20_15-deg-left_frames_rgb_Camera_1_00391.jpg,vkitti/masks/Scene20_15-deg-left_frames_rgb_Camera_1_00391.png,train
vkitti/images/Scene20_rain_frames_rgb_Camera_0_00332.jpg,vkitti/masks/Scene20_rain_frames_rgb_Camera_0_00332.png,train
vkitti/images/Scene20_fog_frames_rgb_Camera_0_00124.jpg,vkitti/masks/Scene20_fog_frames_rgb_Camera_0_00124.png,train
vkitti/images/Scene01_sunset_frames_rgb_Camera_0_00385.jpg,vkitti/masks/Scene01_sunset_frames_rgb_Camera_0_00385.png,train
vkitti/images/Scene02_morning_frames_rgb_Camera_1_00166.jpg,vkitti/masks/Scene02_morning_frames_rgb_Camera_1_00166.png,train
vkitti/images/Scene20_fog_frames_rgb_Camera_0_00558.jpg,vkitti/masks/Scene20_fog_frames_rgb_Camera_0_00558.png,train
vkitti/images/Scene18_30-deg-right_frames_rgb_Camera_1_00205.jpg,vkitti/masks/Scene18_30-deg-right_frames_rgb_Camera_1_00205.png,train
vkitti/images/Scene18_15-deg-left_frames_rgb_Camera_1_00093.jpg,vkitti/masks/Scene18_15-deg-left_frames_rgb_Camera_1_00093.png,train
vkitti/images/Scene06_sunset_frames_rgb_Camera_1_00003.jpg,vkitti/masks/Scene06_sunset_frames_rgb_Camera_1_00003.png,train
vkitti/images/Scene01_15-deg-right_frames_rgb_Camera_0_00063.jpg,vkitti/masks/Scene01_15-deg-right_frames_rgb_Camera_0_00063.png,train
vkitti/images/Scene20_sunset_frames_rgb_Camera_1_00108.jpg,vkitti/masks/Scene20_sunset_frames_rgb_Camera_1_00108.png,train
vkitti/images/Scene06_morning_frames_rgb_Camera_0_00181.jpg,vkitti/masks/Scene06_morning_frames_rgb_Camera_0_00181.png,train
vkitti/images/Scene01_clone_frames_rgb_Camera_0_00375.jpg,vkitti/masks/Scene01_clone_frames_rgb_Camera_0_00375.png,train
vkitti/images/Scene20_rain_frames_rgb_Camera_1_00167.jpg,vkitti/masks/Scene20_rain_frames_rgb_Camera_1_00167.png,train
vkitti/images/Scene01_30-deg-left_frames_rgb_Camera_0_00221.jpg,vkitti/masks/Scene01_30-deg-left_frames_rgb_Camera_0_00221.png,train
vkitti/images/Scene20_sunset_frames_rgb_Camera_1_00484.jpg,vkitti/masks/Scene20_sunset_frames_rgb_Camera_1_00484.png,train
vkitti/images/Scene20_fog_frames_rgb_Camera_1_00062.jpg,vkitti/masks/Scene20_fog_frames_rgb_Camera_1_00062.png,train
vkitti/images/Scene01_15-deg-left_frames_rgb_Camera_1_00106.jpg,vkitti/masks/Scene01_15-deg-left_frames_rgb_Camera_1_00106.png,train
vkitti/images/Scene20_clone_frames_rgb_Camera_0_00802.jpg,vkitti/masks/Scene20_clone_frames_rgb_Camera_0_00802.png,train
vkitti/images/Scene20_fog_frames_rgb_Camera_0_00511.jpg,vkitti/masks/Scene20_fog_frames_rgb_Camera_0_00511.png,train
vkitti/images/Scene01_morning_frames_rgb_Camera_1_00129.jpg,vkitti/masks/Scene01_morning_frames_rgb_Camera_1_00129.png,train
vkitti/images/Scene20_fog_frames_rgb_Camera_0_00612.jpg,vkitti/masks/Scene20_fog_frames_rgb_Camera_0_00612.png,train
vkitti/images/Scene20_overcast_frames_rgb_Camera_0_00414.jpg,vkitti/masks/Scene20_overcast_frames_rgb_Camera_0_00414.png,train
vkitti/images/Scene20_30-deg-left_frames_rgb_Camera_0_00476.jpg,vkitti/masks/Scene20_30-deg-left_frames_rgb_Camera_0_00476.png,train
vkitti/images/Scene20_30-deg-right_frames_rgb_Camera_1_00609.jpg,vkitti/masks/Scene20_30-deg-right_frames_rgb_Camera_1_00609.png,train
vkitti/images/Scene01_rain_frames_rgb_Camera_1_00373.jpg,vkitti/masks/Scene01_rain_frames_rgb_Camera_1_00373.png,train
vkitti/images/Scene20_15-deg-left_frames_rgb_Camera_0_00171.jpg,vkitti/masks/Scene20_15-deg-left_frames_rgb_Camera_0_00171.png,train
vkitti/images/Scene02_15-deg-left_frames_rgb_Camera_0_00065.jpg,vkitti/masks/Scene02_15-deg-left_frames_rgb_Camera_0_00065.png,train
vkitti/images/Scene20_15-deg-right_frames_rgb_Camera_0_00005.jpg,vkitti/masks/Scene20_15-deg-right_frames_rgb_Camera_0_00005.png,train
vkitti/images/Scene20_overcast_frames_rgb_Camera_1_00092.jpg,vkitti/masks/Scene20_overcast_frames_rgb_Camera_1_00092.png,train
vkitti/images/Scene18_30-deg-right_frames_rgb_Camera_0_00004.jpg,vkitti/masks/Scene18_30-deg-right_frames_rgb_Camera_0_00004.png,train
vkitti/images/Scene20_clone_frames_rgb_Camera_1_00087.jpg,vkitti/masks/Scene20_clone_frames_rgb_Camera_1_00087.png,train
vkitti/images/Scene01_morning_frames_rgb_Camera_0_00333.jpg,vkitti/masks/Scene01_morning_frames_rgb_Camera_0_00333.png,train
vkitti/images/Scene18_15-deg-right_frames_rgb_Camera_0_00275.jpg,vkitti/masks/Scene18_15-deg-right_frames_rgb_Camera_0_00275.png,train
vkitti/images/Scene06_30-deg-right_frames_rgb_Camera_1_00080.jpg,vkitti/masks/Scene06_30-deg-right_frames_rgb_Camera_1_00080.png,train
vkitti/images/Scene18_morning_frames_rgb_Camera_1_00205.jpg,vkitti/masks/Scene18_morning_frames_rgb_Camera_1_00205.png,train
vkitti/images/Scene20_30-deg-left_frames_rgb_Camera_0_00069.jpg,vkitti/masks/Scene20_30-deg-left_frames_rgb_Camera_0_00069.png,train
vkitti/images/Scene06_clone_frames_rgb_Camera_0_00077.jpg,vkitti/masks/Scene06_clone_frames_rgb_Camera_0_00077.png,train
vkitti/images/Scene01_15-deg-left_frames_rgb_Camera_0_00344.jpg,vkitti/masks/Scene01_15-deg-left_frames_rgb_Camera_0_00344.png,train
vkitti/images/Scene06_30-deg-left_frames_rgb_Camera_1_00210.jpg,vkitti/masks/Scene06_30-deg-left_frames_rgb_Camera_1_00210.png,train
vkitti/images/Scene20_rain_frames_rgb_Camera_1_00216.jpg,vkitti/masks/Scene20_rain_frames_rgb_Camera_1_00216.png,train
vkitti/images/Scene01_30-deg-right_frames_rgb_Camera_0_00090.jpg,vkitti/masks/Scene01_30-deg-right_frames_rgb_Camera_0_00090.png,train
vkitti/images/Scene20_30-deg-left_frames_rgb_Camera_1_00110.jpg,vkitti/masks/Scene20_30-deg-left_frames_rgb_Camera_1_00110.png,train
vkitti/images/Scene20_15-deg-right_frames_rgb_Camera_1_00719.jpg,vkitti/masks/Scene20_15-deg-right_frames_rgb_Camera_1_00719.png,train
vkitti/images/Scene18_overcast_frames_rgb_Camera_0_00300.jpg,vkitti/masks/Scene18_overcast_frames_rgb_Camera_0_00300.png,train
vkitti/images/Scene20_sunset_frames_rgb_Camera_1_00124.jpg,vkitti/masks/Scene20_sunset_frames_rgb_Camera_1_00124.png,train
LostAndFound_Road/images/15_Rechbergstr_Deckenpfronn_000001_000260_leftImg8bit.png,LostAndFound_Road/masks/15_Rechbergstr_Deckenpfronn_000001_000260_leftImg8bit.png,train
vkitti/images/Scene01_rain_frames_rgb_Camera_1_00444.jpg,vkitti/masks/Scene01_rain_frames_rgb_Camera_1_00444.png,train
vkitti/images/Scene20_sunset_frames_rgb_Camera_0_00733.jpg,vkitti/masks/Scene20_sunset_frames_rgb_Camera_0_00733.png,train
vkitti/images/Scene01_morning_frames_rgb_Camera_0_00162.jpg,vkitti/masks/Scene01_morning_frames_rgb_Camera_0_00162.png,train
vkitti/images/Scene20_sunset_frames_rgb_Camera_0_00648.jpg,vkitti/masks/Scene20_sunset_frames_rgb_Camera_0_00648.png,train
vkitti/images/Scene01_fog_frames_rgb_Camera_1_00170.jpg,vkitti/masks/Scene01_fog_frames_rgb_Camera_1_00170.png,train
LostAndFound_Road/images/11_Parkplatz_Flugfeld_000002_000150_leftImg8bit.png,LostAndFound_Road/masks/11_Parkplatz_Flugfeld_000002_000150_leftImg8bit.png,train
vkitti/images/Scene20_rain_frames_rgb_Camera_1_00332.jpg,vkitti/masks/Scene20_rain_frames_rgb_Camera_1_00332.png,train
vkitti/images/Scene06_overcast_frames_rgb_Camera_0_00241.jpg,vkitti/masks/Scene06_overcast_frames_rgb_Camera_0_00241.png,train
